conv_id,text,intent,sector,sentiment,turns,_synthetic
conv_00805,"[customer] Olá, vc pode me ajudar com o site da imobiliaria? Td que eu faco da erro de login
[agent] Beleza, posso sim! Qual é o erro exatamente que você está recebendo ao tentar logar? Pode me dar mais detalhes, por favor?
[customer] da um erro de senha invalida, mas eu tenho certeza que a senha ta certa, show, ja tentei td
[agent] Entendi, vamos tentar resolver isso. Você já tentou resetar a senha? Ou podemos tentar verificar se o seu cadastro está correto. Você pode me informar seu e-mail ou CPF para eu verificar?
[customer] já tentei resetar, mas n da em nada, ta bom, meu email é fulano@email.com
[agent] Certo, já verifiquei e parece que há um problema com a sua conta. Vou precisar encaminhar isso para o nosso time de suporte técnico. Você pode aguardar um pouco ou prefere que a gente ligue para você assim que resolvermos?
[customer] ta bom, pode ligar quando resolver, obrigado pela ajuda
[agent] De nada! Fico feliz em ter podido ajudar. Você será contatado assim que o problema for resolvido. Tenha um ótimo dia!",suporte_tecnico,imobiliario,negative,8,False
conv_00625,"[customer] oi, vc poderia me ajudar com o curso de ingles? ta td errado, não consigo acessar as aulas
[agent] Olá, beleza! Desculpe pelo incômodo. Posso ajudar a resolver o problema com o acesso às aulas. Você poderia me informar qual é o seu login e qual aula específica que você está tentando acessar?
[customer] meu login é marcos123 e não consigo acessar a aula de gramatica, show, já tentei td e não da
[agent] Entendi, Marcos. Vou verificar o que está acontecendo. Você pode me dar 5 minutos para checar o problema? Enquanto isso, você pode verificar se o seu pagamento está em dia, por favor?
[customer] ta bom, vou checar. mas espero que vc consiga resolver isso, pq estou muito frustado com isso
[agent] Entendo sua frustração, Marcos. Já verifiquei e parece que houve um problema com o servidor. Vou enviar um e-mail para o nosso time de suporte para resolver o problema o mais rápido possível. Você deve receber uma resposta em até 24 horas, ok?
[customer] ok, obrigado. espero que resolvam logo, pq quero continuar meus estudos
[agent] De nada, Marcos! Vou acompanhar o caso e garantir que tudo seja resolvido o mais rápido possível. Se tiver mais alguma coisa, é só me chamar, ta bom?",elogio,educacao,negative,8,False
conv_00098,"[customer] Olha, vc pode me ajudar? Quero contratar um plano de saude, mas td que eu vejo na internet ta muito caro, show
[agent] Claro, beleza! Posso te ajudar com isso. Qual é o seu perfil? Você tem alguma doença pré-existente ou precisa de algum tipo de cobertura específica?
[customer] Não, td bem, obrigado. Só quero um plano que cubra os basicos, mas não quero gastar muito. Já fiz algumas cotações e td ta muito caro
[agent] Entendi, vamos ver o que podemos fazer. Posso te oferecer um plano que atende às suas necessidades e está dentro do seu orçamento. Você poderia me dar uma ideia de quanto você está disposto a gastar por mês?
[customer] Ta bom, eu estava pensando em algo em torno de R$ 500,00 por mes. É possível encontrar algo nesse valor?
[agent] Sim, é possível. Tenho um plano que pode atender às suas necessidades por cerca de R$ 450,00 por mês. Você gostaria que eu te enviasse mais informações sobre ele?
[customer] Sim, por favor. Me envie td que vc tiver e vamos conversar mais sobre isso
[agent] Beleza! Vou te enviar um e-mail com todas as informações do plano. Se tiver alguma dúvida ou precisar de mais alguma coisa, é só me ligar, ok?",compra,saude,negative,8,False
conv_00337,"[customer] Oi, vc pode me ajudar com o meu plano de internet? Ta dando erro td o tempo
[agent] Beleza, claro que posso ajudar! Qual é o erro que você está enfrentando e qual é o seu plano de internet atual?
[customer] Eu tenho o plano de 500mb e td vez que eu vou usar ele some a conexão, show, é muito chato
[agent] Entendi, sinto muito pelo incômodo. Você já reiniciou o seu roteador? Às vezes, isso resolve o problema. Se não, posso verificar se há algum problema na nossa rede na sua área
[customer] Já reiniciei td, mas não adiantou. E como vc vai verificar o problema na rede?
[agent] Posso abrir um chamado técnico para um de nossos especialistas verificar a rede na sua área. Você receberá um contato deles em até 24 horas para agendar uma visita, ta bom?
[customer] Ta bom, obrigado. Espero que resolvam logo, porque isso ta me deixando louco
[agent] Entendo perfeitamente, sinto muito novamente pelo incômodo. Se tiver mais alguma coisa, é só me chamar. O seu chamado técnico já foi aberto e você será contatado em breve",duvida_produto,telecom,negative,8,False
conv_00485,"[customer] Oi, tudo bem? Quero saber sobre os planos de saude que vc oferece
[agent] Tudo show, obrigado por entrar em contato! Nossa clinica oferece varios planos de saude, desde o basico ao premium. Qual o seu perfil? Voce esta procurando algo para si mesmo ou para a familia?
[customer] Ta bom, estou procurando para mim e minha esposa. Nossa idade eh de 30 anos e td. Quero saber sobre os precos e o que eh coberto
[agent] Beleza, posso te ajudar com isso! Nosso plano basico começa em R$ 500,00 por mes, e cobre consultas medicas, exames e internacoes. Ja o plano premium, que eh o mais completo, sai por R$ 1.200,00 por mes, e oferece tudo o que o basico tem, mais odontologia, psicologia e outras especialidades. Voce quer que eu envie um email com mais detalhes?
[customer] Sim, por favor, envie para meu email que eh fulano@gmail.com. E posso pagar no cartao de credito?
[agent] Sem problemas, ja estou enviando o email para voce. Sim, voce pode pagar no cartao de credito, temos varias opcoes de pagamento. Se tiver alguma duvida, eh so ligar de volta ou responder ao email que eu te enviei
[customer] Obrigado, show de bola! Vou verificar e depois entro em contato novamente
[agent] De nada, foi um prazer ajudar! Espero te atender novamente em breve. Tenha um otimo dia!",compra,saude,positive,8,False
conv_00116,"[customer] oi, vc tem o smartphone samsung galaxy s22 ultra disponivel?
[agent] Beleza! Sim, temos o Samsung Galaxy S22 Ultra disponível. Qual é a cor e a capacidade que você está procurando?
[customer] td bem, eu quero saber o preco tb, ta bom?
[agent] Claro! O preço do Samsung Galaxy S22 Ultra varia de acordo com a capacidade e a cor. Por exemplo, o modelo de 128GB custa R$ 4.500,00 e o de 256GB custa R$ 5.000,00. Quer que eu te envie um link para você conferir os preços e as opções de cor?
[customer] show, pode enviar o link, por favor?
[agent] Aqui está o link: https://lojaonline.com.br/samsung-galaxy-s22-ultra. Se tiver alguma dúvida ou precisar de ajuda para finalizar a compra, é só me chamar, tá bom?
[customer] beleza, obrigado! vou dar uma olhada
[agent] De nada! Se precisar de mais alguma coisa, não hesite em entrar em contato. Tenha um ótimo dia!",duvida_produto,ecommerce,neutral,8,False
conv_00620,"[customer] Oi, vc pode me ajudar com uma duvida sobre o curso de ingles online?
[agent] Beleza, estou aqui para ajudar! Qual a sua duvida sobre o curso?
[customer] Eu queria saber se td bem com o curso, porque eu ouvi falar que e show e quero saber mais
[agent] Sim, o curso de ingles online e muito bom, tem uma estrutura bem completa e os professores sao super qualificados. Voce pode acessar o site e ver mais detalhes sobre o curso, ou eu posso te encaminhar para um dos nossos consultores
[customer] Ta bom, eu vou dar uma olhada no site, mas vc pode me falar um pouco mais sobre os professores?
[agent] Claro, os professores do curso de ingles online sao todos formados em letras e tem experiencia em ensino de idiomas, alguns deles sao ate estrangeiros, então voce vai ter uma experiencia muito próxima da realidade
[customer] Show, isso parece muito bom, eu vou me inscrever no curso, obrigado pela ajuda
[agent] De nada, foi um prazer ajudar! Se tiver mais alguma duvida ou precisar de mais alguma coisa, nao hesite em entrar em contato",elogio,educacao,neutral,8,False
conv_00407,"[customer] Ola, eu estou tendo um problema com a minha internet, ela ta muito lenta e eu ja tentei reiniciar o roteador, mas td continua igual, vc pode me ajudar?
[agent] Beleza, eu posso te ajudar com isso. Qual o seu numero de telefone ou protocolo de instalacao para que eu possa verificar o que esta acontecendo?
[customer] meu numero e 123456, eu ja liguei la tras e me disseram que td tava ok, mas show, a internet ta uma porcaria, eu estou muito frustrado
[agent] Entendi, eu estou vendo o seu caso e parece que ha um problema com a linha, eu vou abrir um chamado para que um tecnico possa ir ate a sua casa e resolver o problema, ta bom?
[customer] ta, mas eu preciso que seja o mais rapido possivel, pois eu trabalho em casa e preciso da internet para fazer td
[agent] Certo, eu entendi. Eu vou marcar um tecnico para ir ate a sua casa o mais rapido possivel, provavelmente ainda hoje. Eu vou te ligar para confirmar o horario, ok?
[customer] ok, muito obrigado, vc foi muito prestativo, eu estava muito chateado, mas vc me ajudou a resolver td
[agent] De nada, foi um prazer ajudar. Se tiver mais alguma coisa, nao hesite em entrar em contato. Tenha um bom dia!",elogio,telecom,negative,8,False
conv_00660,"[customer] Oi, eu pedi um lanche pelo app e td, mas vc pode me dizer se o hambúrguer vem com queijo?
[agent] Beleza, posso verificar isso pra você. Qual é o número do seu pedido?
[customer] é o 1234, show, espero que seja rápido pq estou morrendo de fome
[agent] Tudo bem, já verifiquei. O hambúrguer que você pediu vem com queijo sim, mas infelizmente a gente esqueceu de incluir na descrição do produto no app. Quer que a gente faça algo sobre isso?
[customer] ta bom, mas eu queria saber se vc vc tem algum desconto ou algo, pq eu td pagando e não recebeu o que eu queria
[agent] Entendi melhor agora, vamos resolver isso. Vou oferecer um desconto de 10% no seu próximo pedido, e também vamos te enviar um lanche de queijo gratuito, beleza?
[customer] ok, td bem, obrigado, vai ser mais show da próxima
[agent] De nada, ficamos felizes em resolver o problema. Se tiver mais alguma coisa, é só chamar, tá bom?",duvida_produto,restaurante,negative,8,False
conv_00179,"[customer] Oi, vc pode me ajudar a cancelar um pedido que fiz na semana passada?
[agent] Beleza, claro! Para cancelar o pedido, preciso saber o numero do pedido ou o email que vc usou para fazer a compra. Pode me passar essa informacao?
[customer] td bem, o numero do pedido e #1234 e o email e meumail@gmail.com. O pedido foi de um celular e uma camisa
[agent] Show, obrigado por passar essa informacao! Vou verificar se o pedido ainda ta em tempo de ser cancelado. Pode demorar um minutinho, ta bom?
[customer] ta bom, obrigado. vc acha que vai dar pra cancelar sem problemas?
[agent] Sim, deu tudo certo! O pedido foi cancelado e o valor sera estornado em até 3 dias uteis. Vc vai receber um email com a confirmacao do cancelamento. Se tiver mais alguma coisa, eh so chamar
[customer] otimo, muito obrigado pela ajuda!
[agent] De nada, foi um prazer ajudar! Se precisar de mais alguma coisa, nao hesite em entrar em contato",cancelamento,ecommerce,neutral,8,False
conv_00691,"[customer] oi, vc pode me ajudar? td vez que eu tento fazer um pedido pelo app, ele da erro e nao finaliza
[agent] Beleza, posso tentar ajudar sim! Qual é o erro exatamente que aparece na tela? É algum código ou mensagem de erro específica?
[customer] nao tem codigo, soh aparece uma msg dizendo que nao foi possivel concluir o pedido, show, ja tentei reiniciar o app e td mais
[agent] Entendi, vamos tentar resolver isso. Você pode me informar qual é o modelo do seu celular e a versão do sistema operacional que você está usando? Isso pode ajudar a identificar o problema
[customer] celular é um samsung, nao sei a versao do sistema, mas é um android, ta bom, vc acha que isso pode ser o problema?
[agent] Sim, pode ser. Vou te passar um link para que você possa atualizar o app para a última versão, porque às vezes os erros são corrigidos nas atualizações. Se mesmo assim não resolver, podemos tentar outras coisas, beleza?
[customer] ok, vou tentar, se nao resolver, volto a entrar em contato, valeu pela ajuda
[agent] De nada, foi um prazer ajudar! Se tiver mais algum problema ou precisar de mais ajuda, não hesite em entrar em contato, tá bom?",suporte_tecnico,restaurante,neutral,8,False
conv_00617,"[customer] Oi, vc poderia me ajudar com uma duvida sobre o curso de ingles? Ta show, eu estou adorando!
[agent] Claro, beleza! Estou aqui para ajudar. Qual a sua duvida sobre o curso de ingles?
[customer] Eu queria saber se td bem com o meu progresso, pq eu sinto que estou melhorando td o tempo
[agent] Que bom ouvir isso! Sim, tudo está indo bem com o seu progresso. Você está acompanhando as aulas e fazendo os exercicios, então está no caminho certo.
[customer] Show, obrigado! Eu estava um pouco preocupado, mas agora ta td bem. Vc poderia me dar uma dica para melhorar ainda mais?
[agent] Uma dica que eu posso dar é praticar a conversacao em ingles o maximo possivel. Você pode tentar assistir series ou filmes em ingles, ou até mesmo conversar com algum amigo que fale ingles.
[customer] Beleza, vai ser show! Obrigado pela dica, vc é um otimo atendente
[agent] De nada, foi um prazer ajudar! Se tiver mais alguma duvida ou precisar de ajuda, não hesite em entrar em contato. Boa sorte com o seu curso de ingles!",elogio,educacao,positive,8,False
